instance_count,machine_type,slots,memory,data_size_MB,line_length,lines,gross_runtime
12,r4.2xlarge,48,385364.0,9630,1000,160000000,610.0
12,r4.2xlarge,48,299657.0,17334,100,180000000,202.0
12,m4.2xlarge,48,367734.0,15408,100,140000000,438.0
12,r4.2xlarge,16,57679.0,15408,100,100000000,434.0
4,r4.2xlarge,48,455662.0,15408,1000,140000000,633.0
12,m4.2xlarge,32,307704.0,9630,1000,140000000,104.0
4,r4.2xlarge,80,479257.0,15408,100,180000000,435.0
4,r4.2xlarge,32,62183.0,9630,1000,160000000,106.0
12,m4.2xlarge,48,516926.0,15408,100,180000000,859.0
4,m4.2xlarge,32,299603.0,17334,100,140000000,435.0
8,m4.2xlarge,80,58440.0,15408,1000,100000000,174.0
4,m4.2xlarge,32,293917.0,15408,100,140000000,152.0
10,r4.2xlarge,16,619171.0,15408,100,180000000,225.0
12,m4.2xlarge,48,282338.0,13482,1000,160000000,571.0
4,r4.2xlarge,32,408452.0,9630,100,180000000,856.0
4,r4.2xlarge,48,396605.0,9530,100,160000000,131.0
4,m4.2xlarge,16,302257.0,15408,100,140000000,179.0
10,r4.2xlarge,80,607587.0,9630,100,180000000,188.0
4,r4.2xlarge,80,478914.0,13482,100,140000000,650.0
4,r4.2xlarge,48,453844.0,15408,1000,140000000,146.0
4,m4.2xlarge,16,382567.0,15408,1000,140000000,761.0
4,c4.2xlarge,32,483994.0,15408,100,160000000,155.0
12,r4.2xlarge,80,398064.0,9630,100,160000000,588.0
4,r4.2xlarge,48,412628.0,13482,100,180000000,637.0
8,c4.2xlarge,16,414162.0,15408,100,180000000,780.0
12,r4.2xlarge,48,299095.0,9630,100,100000000,164.0
8,m4.2xlarge,80,611670.0,15408,100,180000000,637.0
12,r4.2xlarge,48,283281.0,15408,1000,160000000,211.0
12,m4.2xlarge,16,278981.0,15408,100,160000000,229.0
10,m4.2xlarge,48,304461.0,15408,100,140000000,450.0
8,m4.2xlarge,32,482396.0,9630,100,160000000,165.0
12,c4.2xlarge,16,478557.0,15408,100,160000000,194.0
12,r4.2xlarge,32,405517.0,15408,100,160000000,849.0
4,r4.2xlarge,48,44746.0,15408,100,160000000,160.0
4,c4.2xlarge,16,602316.0,15408,100,140000000,206.0
4,m4.2xlarge,48,244582.0,9630,1000,120000000,643.0
4,c4.2xlarge,48,501252.0,15408,100,160000000,181.0
4,r4.2xlarge,48,471067.0,9630,100,140000000,161.0
4,r4.2xlarge,32,623993.0,15408,100,160000000,189.0
8,r4.2xlarge,48,484045.0,15408,1000,100000000,856.0
4,m4.2xlarge,48,360489.0,15408,1000,160000000,250.0
12,r4.2xlarge,80,279182.0,15408,100,160000000,226.0
12,m4.2xlarge,32,408161.0,15408,100,100000000,642.0
8,m4.2xlarge,48,301473.0,15408,100,160000000,127.0
4,m4.2xlarge,48,452278.0,9530,100,140000000,157.0
8,r4.2xlarge,16,466880.0,17334,100,100000000,659.0
12,m4.2xlarge,48,475293.0,13482,100,140000000,207.0
4,r4.2xlarge,32,276758.0,9630,100,10000000,608.0
8,r4.2xlarge,48,62267.0,17334,1000,160000000,91.0
4,c4.2xlarge,48,484975.0,15408,1000,140000000,455.0
8,c4.2xlarge,48,406361.0,13482,100,180000000,444.0
4,c4.2xlarge,48,278457.0,15408,1000,100000000,188.0
4,c4.2xlarge,16,383469.0,9630,100,180000000,169.0
8,c4.2xlarge,48,393610.0,13482,100,160000000,841.0
4,m4.2xlarge,80,452231.0,11556,100,100000000,445.0
4,r4.2xlarge,32,393211.0,15408,100,180000000,142.0
8,c4.2xlarge,48,591950.0,13482,1000,100000000,191.0
10,m4.2xlarge,48,64199.0,15408,100,160000000,623.0
4,r4.2xlarge,80,479947.0,15408,100,140000000,448.0
12,r4.2xlarge,32,594075.0,11556,100,160000000,441.0
12,r4.2xlarge,16,307060.0,13482,100,160000000,447.0
4,m4.2xlarge,32,283000.0,15408,100,180000000,840.0
4,r4.2xlarge,32,458388.0,9530,100,140000000,717.0
4,m4.2xlarge,48,404649.0,9630,100,140000000,834.0
4,c4.2xlarge,48,659633.0,15408,100,140000000,864.0
4,c4.2xlarge,48,455524.0,15408,100,140000000,648.0
10,m4.2xlarge,16,591852.0,9630,100,100000000,116.0
8,m4.2xlarge,80,42956.0,15408,100,160000000,842.0
8,r4.2xlarge,80,276565.0,9530,1000,160000000,445.0
8,m4.2xlarge,48,472430.0,15408,100,160000000,132.0
4,r4.2xlarge,48,411157.0,9630,100,140000000,865.0
4,r4.2xlarge,48,492863.0,15408,100,160000000,468.0
8,m4.2xlarge,32,384945.0,15408,100,100000000,452.0
12,r4.2xlarge,32,463290.0,9530,100,100000000,97.0
8,r4.2xlarge,32,484867.0,15408,100,140000000,258.0
4,r4.2xlarge,16,34569.0,15408,100,160000000,171.0
2,m4.2xlarge,80,485125.0,15408,100,160000000,647.0
8,r4.2xlarge,80,463915.0,9630,1000,160000000,84.0
2,r4.2xlarge,48,46615.0,15408,1000,140000000,456.0
4,r4.2xlarge,32,461471.0,15408,1000,160000000,115.0
8,c4.2xlarge,80,378793.0,15408,100,160000000,601.0
12,m4.2xlarge,16,414631.0,15408,100,160000000,862.0
4,m4.2xlarge,48,403321.0,9630,100,100000000,121.0
4,r4.2xlarge,16,36460.0,11556,100,140000000,190.0
2,c4.2xlarge,16,310553.0,9630,100,160000000,468.0
4,r4.2xlarge,48,33601.0,13482,100,160000000,849.0
8,r4.2xlarge,48,296088.0,13482,100,140000000,232.0
4,c4.2xlarge,48,491790.0,9630,100,180000000,552.0
4,m4.2xlarge,80,61508.0,9630,100,160000000,636.0
4,r4.2xlarge,80,414193.0,9630,100,140000000,839.0
8,r4.2xlarge,48,479434.0,15408,1000,160000000,156.0
8,r4.2xlarge,48,41088.0,9630,100,140000000,858.0
8,r4.2xlarge,80,284224.0,9630,1000,180000000,563.0
12,m4.2xlarge,16,477696.0,15408,100,100000000,637.0
2,m4.2xlarge,48,461416.0,15408,100,140000000,153.0
8,r4.2xlarge,48,465934.0,15408,1000,100000000,444.0
8,c4.2xlarge,16,277324.0,17334,100,160000000,152.0
8,c4.2xlarge,80,455841.0,13482,100,120000000,752.0
12,m4.2xlarge,32,241321.0,15408,100,160000000,175.0
2,m4.2xlarge,48,243335.0,15408,100,160000000,466.0
8,r4.2xlarge,80,453770.0,13482,100,160000000,239.0
12,m4.2xlarge,48,395750.0,11556,1000,180000000,141.0
8,m4.2xlarge,16,330132.0,15408,100,100000000,239.0
4,r4.2xlarge,48,301705.0,15408,1000,100000000,628.0
10,r4.2xlarge,32,350894.0,9630,100,160000000,465.0
4,r4.2xlarge,80,360719.0,15408,100,100000000,225.0
4,r4.2xlarge,80,473558.0,9630,1000,160000000,432.0
8,m4.2xlarge,80,278668.0,9630,1000,140000000,635.0
8,c4.2xlarge,32,361513.0,9630,100,140000000,597.0
4,r4.2xlarge,48,464161.0,15408,100,160000000,188.0
4,c4.2xlarge,80,624908.0,15408,1000,140000000,444.0
4,m4.2xlarge,48,453231.0,9630,1000,140000000,183.0
8,r4.2xlarge,48,44343.0,13482,100,140000000,844.0
12,r4.2xlarge,16,395645.0,15408,100,160000000,643.0
8,r4.2xlarge,48,476759.0,9530,100,160000000,142.0
4,r4.2xlarge,80,322056.0,11556,100,160000000,176.0
12,c4.2xlarge,32,493460.0,9630,100,140000000,122.0
12,m4.2xlarge,32,461495.0,15408,100,160000000,214.0
8,m4.2xlarge,48,467728.0,15408,100,100000000,735.0
12,m4.2xlarge,16,273954.0,9530,100,180000000,145.0
8,c4.2xlarge,16,479158.0,15408,100,160000000,178.0
12,c4.2xlarge,32,601322.0,15408,1000,160000000,177.0
12,m4.2xlarge,32,295292.0,15408,100,140000000,572.0
12,m4.2xlarge,32,615756.0,17334,100,160000000,830.0
12,m4.2xlarge,48,479128.0,9630,100,180000000,745.0
2,r4.2xlarge,80,291360.0,9630,100,160000000,180.0
4,m4.2xlarge,80,465197.0,9630,1000,160000000,599.0
4,m4.2xlarge,16,302644.0,13482,100,140000000,457.0
12,c4.2xlarge,80,45153.0,15408,100,140000000,454.0
4,c4.2xlarge,16,459903.0,15408,100,120000000,852.0
4,c4.2xlarge,48,467116.0,9530,100,160000000,444.0
12,r4.2xlarge,16,484092.0,13482,1000,100000000,174.0
4,r4.2xlarge,32,245604.0,17334,100,160000000,178.0
12,r4.2xlarge,48,397231.0,13482,100,160000000,834.0
4,r4.2xlarge,32,508669.0,15408,100,160000000,132.0
8,r4.2xlarge,48,292663.0,9630,1000,100000000,156.0
4,r4.2xlarge,48,37148.0,9630,100,180000000,592.0
4,r4.2xlarge,80,275765.0,15408,100,140000000,188.0
8,r4.2xlarge,48,300235.0,15408,1000,140000000,712.0
4,m4.2xlarge,48,472918.0,13482,100,160000000,266.0
2,m4.2xlarge,32,451473.0,15408,100,180000000,448.0
4,c4.2xlarge,32,40479.0,15408,1000,160000000,169.0
4,r4.2xlarge,32,56979.0,15408,100,140000000,85.0
12,c4.2xlarge,32,473275.0,13482,100,140000000,644.0
10,r4.2xlarge,16,470337.0,15408,100,160000000,127.0
12,r4.2xlarge,48,35483.0,11556,100,100000000,611.0
8,m4.2xlarge,16,475991.0,17334,100,140000000,443.0
8,c4.2xlarge,80,292247.0,15408,100,160000000,462.0
4,c4.2xlarge,16,369704.0,13482,100,160000000,161.0
12,r4.2xlarge,48,407679.0,17334,100,140000000,638.0
4,m4.2xlarge,32,38156.0,9530,100,160000000,210.0
8,r4.2xlarge,16,618346.0,11556,1000,160000000,189.0
4,r4.2xlarge,48,601431.0,15408,100,10000000,113.0
12,c4.2xlarge,48,415539.0,13482,100,120000000,220.0
4,r4.2xlarge,16,279941.0,11556,100,160000000,430.0
4,m4.2xlarge,48,622619.0,15408,100,160000000,167.0
8,m4.2xlarge,48,452623.0,13482,100,100000000,658.0
4,r4.2xlarge,48,460206.0,11556,1000,140000000,169.0
8,r4.2xlarge,16,399466.0,9630,1000,160000000,446.0
8,c4.2xlarge,48,401415.0,9630,100,180000000,439.0
4,r4.2xlarge,48,465108.0,17334,100,140000000,726.0
4,c4.2xlarge,80,384581.0,17334,100,100000000,160.0
8,r4.2xlarge,48,460067.0,9630,100,140000000,83.0
4,r4.2xlarge,48,461147.0,15408,100,160000000,455.0
8,r4.2xlarge,80,477708.0,15408,1000,160000000,175.0
4,m4.2xlarge,48,61898.0,15408,100,140000000,466.0
12,m4.2xlarge,48,401899.0,9530,100,140000000,150.0
4,m4.2xlarge,32,276944.0,9630,1000,10000000,450.0
4,m4.2xlarge,80,303508.0,15408,1000,120000000,195.0
4,r4.2xlarge,48,286427.0,15408,100,100000000,163.0
8,r4.2xlarge,16,392930.0,9530,100,140000000,450.0
8,c4.2xlarge,48,48610.0,15408,1000,140000000,456.0
4,c4.2xlarge,80,600342.0,15408,1000,100000000,149.0
12,c4.2xlarge,48,413291.0,15408,100,140000000,594.0
4,c4.2xlarge,16,35741.0,15408,100,100000000,828.0
10,m4.2xlarge,48,465761.0,15408,100,160000000,583.0
8,m4.2xlarge,80,285868.0,13482,100,140000000,580.0
12,r4.2xlarge,48,48246.0,9630,100,160000000,658.0
12,r4.2xlarge,48,506447.0,15408,1000,160000000,845.0
12,r4.2xlarge,80,297713.0,15408,100,100000000,853.0
10,r4.2xlarge,48,48651.0,15408,100,140000000,446.0
8,r4.2xlarge,48,44419.0,9630,100,180000000,834.0
4,r4.2xlarge,48,473474.0,9630,1000,10000000,207.0
4,r4.2xlarge,48,465360.0,15408,100,160000000,659.0
4,m4.2xlarge,80,57327.0,17334,100,160000000,858.0
4,r4.2xlarge,16,303365.0,17334,100,160000000,110.0
4,c4.2xlarge,48,461458.0,15408,100,140000000,862.0
8,c4.2xlarge,48,288750.0,15408,100,160000000,774.0
10,m4.2xlarge,48,473271.0,9630,100,10000000,172.0
12,m4.2xlarge,48,281213.0,9630,100,160000000,220.0
4,r4.2xlarge,48,405466.0,15408,100,140000000,159.0
4,c4.2xlarge,16,499688.0,15408,100,160000000,664.0
8,r4.2xlarge,32,296446.0,15408,100,140000000,656.0
10,r4.2xlarge,16,456098.0,15408,100,100000000,771.0
12,c4.2xlarge,48,404456.0,9530,100,160000000,447.0
12,m4.2xlarge,80,42427.0,17334,100,10000000,574.0
12,m4.2xlarge,48,362491.0,15408,1000,140000000,771.0
4,m4.2xlarge,32,500870.0,9630,1000,160000000,147.0
4,r4.2xlarge,48,608333.0,11556,100,160000000,174.0
4,r4.2xlarge,32,510684.0,15408,100,140000000,636.0
8,r4.2xlarge,48,286870.0,9630,100,100000000,447.0
8,c4.2xlarge,32,368787.0,9630,1000,160000000,637.0
12,r4.2xlarge,48,488414.0,17334,1000,10000000,108.0
4,c4.2xlarge,32,461736.0,15408,100,180000000,185.0
8,c4.2xlarge,80,477357.0,9630,100,100000000,213.0
8,c4.2xlarge,48,453039.0,9630,100,100000000,199.0
4,c4.2xlarge,16,51802.0,15408,100,100000000,749.0
4,m4.2xlarge,16,346797.0,9630,100,100000000,435.0
12,r4.2xlarge,80,397551.0,9530,100,160000000,844.0
4,m4.2xlarge,16,622788.0,15408,1000,160000000,258.0
8,r4.2xlarge,32,591955.0,9630,1000,100000000,121.0
4,c4.2xlarge,16,399492.0,9630,100,100000000,456.0
8,r4.2xlarge,80,32333.0,9630,100,160000000,265.0
12,r4.2xlarge,48,411436.0,9630,1000,160000000,459.0
4,m4.2xlarge,48,405089.0,9630,1000,160000000,605.0
12,m4.2xlarge,48,617643.0,9630,1000,100000000,137.0
4,m4.2xlarge,32,299182.0,17334,100,160000000,588.0
4,m4.2xlarge,48,311025.0,15408,1000,160000000,187.0
4,m4.2xlarge,32,452645.0,17334,100,160000000,244.0
4,m4.2xlarge,16,402793.0,15408,100,140000000,774.0
8,m4.2xlarge,48,310789.0,11556,100,100000000,158.0
4,r4.2xlarge,32,271247.0,9630,1000,180000000,174.0
8,c4.2xlarge,48,405559.0,15408,1000,160000000,245.0
8,c4.2xlarge,32,476721.0,15408,100,160000000,129.0
4,r4.2xlarge,48,459157.0,15408,100,100000000,169.0
4,r4.2xlarge,48,617982.0,15408,100,160000000,138.0
8,m4.2xlarge,48,391106.0,9630,100,160000000,463.0
4,m4.2xlarge,80,384702.0,15408,100,100000000,448.0
12,r4.2xlarge,48,46177.0,9630,100,140000000,634.0
8,r4.2xlarge,48,497890.0,15408,100,180000000,856.0
10,m4.2xlarge,80,457106.0,9530,100,160000000,459.0
8,c4.2xlarge,32,466002.0,11556,1000,160000000,586.0
4,c4.2xlarge,48,412492.0,15408,100,180000000,127.0
4,m4.2xlarge,48,606878.0,9630,100,140000000,448.0
4,r4.2xlarge,48,45700.0,15408,100,160000000,768.0
4,r4.2xlarge,80,54880.0,15408,100,100000000,465.0
2,r4.2xlarge,32,399398.0,17334,100,160000000,219.0
10,c4.2xlarge,32,34536.0,13482,100,160000000,113.0
4,c4.2xlarge,80,61955.0,9630,100,160000000,438.0
8,m4.2xlarge,48,466789.0,9630,100,140000000,860.0
8,c4.2xlarge,16,303406.0,9630,100,160000000,135.0
8,r4.2xlarge,48,464850.0,15408,100,160000000,464.0
12,r4.2xlarge,48,619920.0,9630,1000,160000000,247.0
4,m4.2xlarge,32,464873.0,15408,100,160000000,636.0
12,r4.2xlarge,32,283428.0,9630,1000,180000000,152.0
2,c4.2xlarge,48,36886.0,9630,100,160000000,191.0
8,r4.2xlarge,48,624595.0,15408,100,100000000,594.0
4,c4.2xlarge,48,647287.0,9630,100,160000000,614.0
8,c4.2xlarge,16,382748.0,15408,100,160000000,449.0
4,r4.2xlarge,32,394631.0,13482,1000,100000000,87.0
4,c4.2xlarge,32,248814.0,9630,100,180000000,768.0
2,m4.2xlarge,48,454171.0,15408,100,160000000,829.0
8,m4.2xlarge,48,387555.0,15408,100,140000000,627.0
12,r4.2xlarge,16,453200.0,9530,100,160000000,846.0
4,r4.2xlarge,16,473596.0,15408,100,160000000,628.0
4,r4.2xlarge,48,36085.0,9630,100,140000000,605.0
4,r4.2xlarge,48,367338.0,17334,100,180000000,221.0
4,c4.2xlarge,48,472699.0,9630,100,100000000,124.0
4,m4.2xlarge,80,475943.0,15408,100,100000000,102.0
4,m4.2xlarge,48,469175.0,9630,100,160000000,460.0
4,m4.2xlarge,16,461183.0,17334,100,160000000,439.0
4,c4.2xlarge,48,481999.0,9630,100,160000000,230.0
4,m4.2xlarge,48,463593.0,15408,1000,100000000,73.0
12,r4.2xlarge,48,467286.0,9630,100,140000000,186.0
4,m4.2xlarge,48,403179.0,15408,100,160000000,172.0
8,m4.2xlarge,80,469316.0,15408,100,140000000,78.0
10,c4.2xlarge,16,414572.0,15408,100,140000000,559.0
8,r4.2xlarge,16,414511.0,15408,100,160000000,175.0
4,c4.2xlarge,16,413635.0,15408,100,160000000,162.0
4,c4.2xlarge,32,308486.0,15408,100,160000000,185.0
4,c4.2xlarge,48,366292.0,9630,100,160000000,637.0
8,r4.2xlarge,48,47206.0,11556,100,180000000,762.0
4,c4.2xlarge,16,370615.0,9530,100,10000000,172.0
10,r4.2xlarge,48,388561.0,15408,1000,100000000,562.0
10,r4.2xlarge,48,39332.0,19260,100,160000000,581.0
12,r4.2xlarge,48,277238.0,15408,1000,140000000,162.0
2,c4.2xlarge,48,281416.0,19260,100,140000000,433.0
12,c4.2xlarge,48,275836.0,13482,1000,180000000,237.0
4,r4.2xlarge,48,368877.0,15408,100,100000000,176.0
12,c4.2xlarge,16,245528.0,9630,100,10000000,849.0
8,m4.2xlarge,48,478812.0,13482,100,180000000,591.0
12,c4.2xlarge,48,369786.0,15408,100,100000000,866.0
10,c4.2xlarge,16,64071.0,13482,100,100000000,170.0
4,m4.2xlarge,48,465118.0,9530,100,160000000,640.0
8,c4.2xlarge,48,308041.0,9630,100,180000000,260.0
4,m4.2xlarge,16,45925.0,15408,100,140000000,827.0
4,m4.2xlarge,48,287617.0,11556,100,180000000,605.0
4,c4.2xlarge,16,384592.0,13482,100,180000000,178.0
8,m4.2xlarge,80,482187.0,15408,1000,140000000,110.0
8,c4.2xlarge,48,479097.0,9630,100,160000000,182.0
4,m4.2xlarge,32,41335.0,15408,100,180000000,623.0
8,r4.2xlarge,16,467197.0,15408,100,100000000,77.0
4,r4.2xlarge,32,357313.0,15408,1000,100000000,446.0
4,c4.2xlarge,48,452212.0,9630,100,120000000,431.0
4,m4.2xlarge,16,31557.0,9530,1000,140000000,639.0
12,r4.2xlarge,32,393942.0,9630,100,100000000,445.0
2,c4.2xlarge,80,37357.0,9630,1000,100000000,86.0
4,r4.2xlarge,48,469610.0,9530,100,160000000,166.0
8,r4.2xlarge,16,282291.0,9630,100,100000000,144.0
4,r4.2xlarge,16,458277.0,15408,1000,160000000,834.0
12,c4.2xlarge,80,299311.0,15408,100,100000000,581.0
10,c4.2xlarge,32,266420.0,11556,100,140000000,94.0
12,c4.2xlarge,16,602559.0,9630,100,140000000,125.0
8,c4.2xlarge,80,481386.0,15408,100,180000000,173.0
4,m4.2xlarge,32,600538.0,15408,1000,160000000,634.0
8,m4.2xlarge,16,287772.0,15408,100,180000000,211.0
12,r4.2xlarge,48,511308.0,15408,1000,160000000,430.0
8,m4.2xlarge,32,593162.0,9630,1000,100000000,781.0
4,c4.2xlarge,80,413790.0,15408,100,140000000,760.0
12,m4.2xlarge,16,594139.0,15408,100,160000000,244.0
4,r4.2xlarge,16,362079.0,9630,1000,160000000,667.0
2,r4.2xlarge,16,371334.0,15408,100,180000000,176.0
4,c4.2xlarge,80,628366.0,9630,100,160000000,168.0
4,r4.2xlarge,48,619996.0,15408,100,140000000,858.0
12,m4.2xlarge,16,310059.0,9530,1000,180000000,551.0
8,r4.2xlarge,48,502464.0,11556,100,100000000,611.0
4,c4.2xlarge,48,350046.0,15408,100,160000000,768.0
4,r4.2xlarge,16,629560.0,13482,100,180000000,106.0
12,c4.2xlarge,48,489765.0,15408,100,160000000,175.0
12,r4.2xlarge,32,618467.0,9530,1000,160000000,647.0
12,r4.2xlarge,32,465732.0,15408,100,160000000,450.0
4,r4.2xlarge,48,307965.0,9630,100,160000000,857.0
12,m4.2xlarge,32,291166.0,9630,100,140000000,443.0
10,m4.2xlarge,16,383708.0,9630,1000,160000000,174.0
8,r4.2xlarge,80,466185.0,9530,1000,160000000,854.0
4,m4.2xlarge,16,477694.0,9630,100,180000000,112.0
4,m4.2xlarge,32,304810.0,15408,100,160000000,655.0
4,r4.2xlarge,32,382381.0,15408,100,180000000,110.0
12,c4.2xlarge,32,387332.0,15408,100,100000000,445.0
4,c4.2xlarge,16,292899.0,15408,100,180000000,176.0
8,m4.2xlarge,48,455696.0,9630,100,140000000,856.0
8,m4.2xlarge,32,306275.0,9630,100,100000000,205.0
10,c4.2xlarge,16,413800.0,9530,1000,160000000,83.0
12,r4.2xlarge,48,286918.0,9530,100,160000000,666.0
4,r4.2xlarge,16,606863.0,9530,100,180000000,205.0
4,m4.2xlarge,32,365453.0,9630,1000,160000000,628.0
12,r4.2xlarge,80,461221.0,9530,100,140000000,225.0
12,c4.2xlarge,32,48992.0,9530,1000,160000000,438.0
4,r4.2xlarge,48,458262.0,9630,100,160000000,184.0
4,c4.2xlarge,48,286112.0,15408,100,160000000,667.0
4,m4.2xlarge,16,607107.0,9530,1000,160000000,440.0
4,c4.2xlarge,48,402224.0,19260,100,140000000,138.0
4,r4.2xlarge,80,470019.0,15408,1000,160000000,857.0
4,c4.2xlarge,16,284861.0,15408,100,140000000,433.0
8,r4.2xlarge,48,494436.0,15408,100,140000000,462.0
4,r4.2xlarge,48,455367.0,15408,100,100000000,203.0
8,c4.2xlarge,80,303201.0,9630,100,160000000,576.0
4,r4.2xlarge,16,595071.0,9630,1000,100000000,229.0
12,r4.2xlarge,32,55724.0,15408,1000,140000000,629.0
12,r4.2xlarge,48,459932.0,15408,100,180000000,771.0
4,r4.2xlarge,16,390988.0,15408,100,160000000,441.0
4,m4.2xlarge,48,512137.0,9630,100,140000000,593.0
4,r4.2xlarge,80,404153.0,9630,100,180000000,180.0
8,m4.2xlarge,48,56041.0,15408,100,180000000,587.0
2,m4.2xlarge,32,293786.0,13482,1000,100000000,569.0
8,m4.2xlarge,32,656854.0,17334,1000,140000000,443.0
4,r4.2xlarge,16,350175.0,15408,1000,160000000,169.0
4,c4.2xlarge,16,298346.0,13482,100,140000000,644.0
12,c4.2xlarge,80,455350.0,17334,100,160000000,212.0
8,m4.2xlarge,80,55879.0,9630,100,100000000,207.0
12,m4.2xlarge,32,42598.0,9630,1000,160000000,750.0
4,c4.2xlarge,80,299388.0,11556,1000,160000000,627.0
12,m4.2xlarge,32,54692.0,15408,100,180000000,151.0
10,r4.2xlarge,32,649887.0,15408,100,100000000,436.0
4,r4.2xlarge,16,458977.0,9630,100,160000000,121.0
8,r4.2xlarge,80,410196.0,15408,100,140000000,605.0
4,r4.2xlarge,80,459629.0,9530,100,160000000,219.0
12,r4.2xlarge,32,469387.0,15408,100,140000000,629.0
4,r4.2xlarge,48,299380.0,15408,100,180000000,661.0
4,m4.2xlarge,32,283899.0,9630,100,160000000,852.0
4,m4.2xlarge,16,508361.0,9530,1000,160000000,162.0
4,c4.2xlarge,32,355968.0,9630,100,160000000,186.0
10,m4.2xlarge,48,387016.0,15408,100,180000000,178.0
8,r4.2xlarge,16,409422.0,9630,100,160000000,442.0
8,r4.2xlarge,48,49415.0,13482,100,160000000,213.0
2,m4.2xlarge,48,462709.0,9630,100,100000000,865.0
4,c4.2xlarge,16,401549.0,9530,100,140000000,114.0
4,r4.2xlarge,48,452088.0,15408,1000,160000000,656.0
4,r4.2xlarge,48,280257.0,9630,100,180000000,463.0
12,r4.2xlarge,32,394885.0,9630,100,100000000,576.0
4,r4.2xlarge,48,309949.0,15408,100,100000000,435.0
12,m4.2xlarge,32,398918.0,15408,1000,180000000,453.0
12,c4.2xlarge,80,453884.0,9630,100,100000000,619.0
4,m4.2xlarge,48,618453.0,15408,100,100000000,446.0
8,m4.2xlarge,32,478629.0,13482,100,160000000,849.0
4,m4.2xlarge,16,408196.0,9530,100,140000000,439.0
10,m4.2xlarge,48,400989.0,13482,100,140000000,839.0
8,r4.2xlarge,16,54419.0,9530,100,160000000,660.0
12,r4.2xlarge,16,388492.0,17334,100,140000000,766.0
8,m4.2xlarge,80,301413.0,15408,100,180000000,765.0
12,m4.2xlarge,80,479848.0,11556,100,140000000,156.0
4,m4.2xlarge,32,477875.0,9630,100,180000000,206.0
4,r4.2xlarge,32,604007.0,11556,100,180000000,768.0
10,c4.2xlarge,16,296445.0,9630,100,160000000,161.0
4,r4.2xlarge,48,403078.0,11556,100,180000000,461.0
4,r4.2xlarge,80,307318.0,17334,100,140000000,167.0
4,c4.2xlarge,48,490091.0,13482,100,100000000,161.0
12,c4.2xlarge,80,480471.0,15408,100,160000000,442.0
8,r4.2xlarge,16,469678.0,9630,100,10000000,224.0
12,r4.2xlarge,48,42587.0,15408,100,160000000,267.0
10,m4.2xlarge,80,467192.0,15408,100,160000000,467.0
4,m4.2xlarge,32,276144.0,15408,100,160000000,589.0
4,c4.2xlarge,48,37725.0,15408,100,140000000,459.0
8,m4.2xlarge,32,474112.0,15408,100,140000000,212.0
12,c4.2xlarge,32,298896.0,9630,100,180000000,156.0
10,m4.2xlarge,80,398364.0,11556,100,160000000,439.0
2,m4.2xlarge,32,414462.0,9530,1000,100000000,202.0
8,m4.2xlarge,16,292580.0,15408,100,160000000,644.0
12,r4.2xlarge,32,392019.0,17334,100,160000000,91.0
8,c4.2xlarge,48,59757.0,11556,100,160000000,466.0
4,m4.2xlarge,48,39096.0,19260,100,160000000,551.0
8,m4.2xlarge,80,507511.0,15408,100,10000000,854.0
4,r4.2xlarge,48,405690.0,9630,1000,140000000,781.0
4,c4.2xlarge,80,620442.0,15408,100,160000000,443.0
12,r4.2xlarge,48,408566.0,15408,100,160000000,161.0
12,c4.2xlarge,48,394482.0,15408,100,100000000,81.0
4,m4.2xlarge,32,277777.0,15408,100,100000000,163.0
4,m4.2xlarge,16,31344.0,9630,1000,160000000,753.0
8,c4.2xlarge,32,336299.0,9630,100,160000000,848.0
12,m4.2xlarge,48,484955.0,9630,100,160000000,598.0
4,m4.2xlarge,32,463245.0,15408,100,160000000,430.0
4,r4.2xlarge,80,396486.0,15408,100,160000000,439.0
12,r4.2xlarge,48,476676.0,15408,100,140000000,621.0
8,m4.2xlarge,16,298790.0,15408,1000,160000000,89.0
12,r4.2xlarge,32,460330.0,15408,100,100000000,226.0
4,m4.2xlarge,48,509873.0,13482,100,140000000,229.0
8,m4.2xlarge,32,286402.0,13482,100,160000000,836.0
4,c4.2xlarge,32,288208.0,15408,100,100000000,94.0
4,m4.2xlarge,32,470137.0,9630,100,10000000,663.0
4,m4.2xlarge,48,476904.0,15408,100,180000000,214.0
4,c4.2xlarge,16,281008.0,17334,100,180000000,118.0
4,c4.2xlarge,16,346672.0,15408,1000,180000000,201.0
12,m4.2xlarge,48,473237.0,15408,1000,140000000,191.0
10,c4.2xlarge,32,381862.0,15408,1000,160000000,124.0
10,r4.2xlarge,48,452778.0,9630,100,160000000,623.0
4,m4.2xlarge,32,388925.0,19260,100,100000000,104.0
8,c4.2xlarge,80,474151.0,15408,100,160000000,101.0
10,c4.2xlarge,48,488636.0,13482,100,160000000,259.0
12,r4.2xlarge,16,488490.0,15408,100,160000000,183.0
4,c4.2xlarge,48,485320.0,15408,100,180000000,463.0
10,c4.2xlarge,80,466035.0,19260,100,180000000,194.0
10,r4.2xlarge,80,412324.0,15408,100,100000000,158.0
4,c4.2xlarge,48,37600.0,11556,100,160000000,608.0
12,r4.2xlarge,16,290976.0,15408,100,160000000,597.0
4,r4.2xlarge,48,42567.0,15408,100,160000000,609.0
8,m4.2xlarge,32,387210.0,9630,100,180000000,766.0
4,r4.2xlarge,80,497841.0,15408,100,160000000,77.0
