instance_count,machine_type,slots,memory,data_size_MB,line_length,lines,gross_runtime
2,m4.2xlarge,16,53957.0,19260,100,200000000,837.0
8,r4.2xlarge,64,508134.0,19260,100,200000000,161.0
2,m4.2xlarge,16,57679.0,19260,100,200000000,712.0
10,r4.2xlarge,80,596062.0,11556,100,120000000,78.0
10,m4.2xlarge,80,342804.0,19260,100,200000000,263.0
8,r4.2xlarge,64,514357.0,9630,100,100000000,78.0
10,m4.2xlarge,80,342983.0,9530,1000,10000000,186.0
12,c4.2xlarge,96,201026.0,19260,100,200000000,263.0
10,c4.2xlarge,80,159203.0,9630,100,100000000,117.0
8,m4.2xlarge,64,269040.0,15408,100,160000000,174.0
6,m4.2xlarge,48,188617.0,9530,1000,10000000,152.0
12,m4.2xlarge,96,408571.0,17334,100,180000000,225.0
8,c4.2xlarge,64,106838.0,19260,100,200000000,253.0
12,m4.2xlarge,96,408452.0,9630,100,100000000,142.0
6,r4.2xlarge,48,361505.0,11556,100,120000000,131.0
10,c4.2xlarge,80,161857.0,11556,100,120000000,179.0
10,c4.2xlarge,80,151287.0,17334,100,180000000,228.0
12,m4.2xlarge,96,408714.0,9630,100,100000000,134.0
10,m4.2xlarge,80,313444.0,9630,100,100000000,186.0
2,c4.2xlarge,16,31567.0,13482,100,140000000,522.0
6,r4.2xlarge,48,378694.0,11556,100,120000000,116.0
8,r4.2xlarge,64,503364.0,17334,100,180000000,152.0
8,m4.2xlarge,64,272228.0,9630,100,100000000,160.0
8,r4.2xlarge,64,519462.0,13482,100,140000000,145.0
6,r4.2xlarge,48,369295.0,19260,100,200000000,164.0
2,m4.2xlarge,16,50070.0,15408,100,160000000,597.0
8,m4.2xlarge,64,248181.0,19260,100,200000000,211.0
2,m4.2xlarge,16,33281.0,19260,100,200000000,387.0
2,m4.2xlarge,16,58761.0,17334,100,180000000,330.0
12,c4.2xlarge,96,201596.0,15408,100,160000000,244.0
12,r4.2xlarge,96,724257.0,19260,100,200000000,115.0
10,r4.2xlarge,80,616117.0,19260,100,200000000,174.0
8,r4.2xlarge,64,501046.0,13482,100,140000000,121.0
6,r4.2xlarge,48,356616.0,9530,1000,10000000,126.0
8,c4.2xlarge,64,104182.0,11556,100,120000000,246.0
4,r4.2xlarge,32,255552.0,9630,100,100000000,142.0
12,c4.2xlarge,96,190267.0,11556,100,120000000,161.0
12,c4.2xlarge,96,202793.0,9530,1000,10000000,149.0
6,m4.2xlarge,48,203245.0,15408,100,160000000,221.0
2,m4.2xlarge,16,44589.0,11556,100,120000000,448.0
12,r4.2xlarge,96,700382.0,19260,100,200000000,147.0
2,r4.2xlarge,16,127361.0,19260,100,200000000,404.0
12,m4.2xlarge,96,406773.0,13482,100,140000000,167.0
10,r4.2xlarge,80,592678.0,9630,100,100000000,77.0
10,c4.2xlarge,80,150980.0,15408,100,160000000,222.0
6,c4.2xlarge,48,89193.0,19260,100,200000000,286.0
2,c4.2xlarge,16,31058.0,11556,100,120000000,449.0
8,r4.2xlarge,64,518567.0,13482,100,140000000,130.0
4,c4.2xlarge,32,63775.0,9630,100,100000000,376.0
2,r4.2xlarge,16,125561.0,13482,100,140000000,246.0
10,m4.2xlarge,80,313557.0,11556,100,120000000,188.0
4,c4.2xlarge,32,32469.0,9630,100,100000000,367.0
4,m4.2xlarge,32,112810.0,13482,100,140000000,245.0
6,r4.2xlarge,48,346931.0,11556,100,120000000,128.0
10,m4.2xlarge,80,323011.0,11556,100,120000000,182.0
4,r4.2xlarge,32,240950.0,13482,100,140000000,231.0
12,c4.2xlarge,96,204599.0,17334,100,180000000,226.0
4,c4.2xlarge,32,58747.0,11556,100,120000000,210.0
6,r4.2xlarge,48,348375.0,19260,100,200000000,163.0
4,c4.2xlarge,32,61360.0,19260,100,200000000,368.0
8,m4.2xlarge,64,247900.0,9530,1000,10000000,165.0
10,r4.2xlarge,80,598788.0,9630,100,100000000,82.0
8,r4.2xlarge,64,509949.0,13482,100,140000000,119.0
8,r4.2xlarge,64,519233.0,9530,1000,10000000,110.0
4,r4.2xlarge,32,244924.0,11556,100,120000000,132.0
8,m4.2xlarge,64,240852.0,17334,100,180000000,156.0
12,m4.2xlarge,96,393956.0,15408,100,160000000,206.0
6,c4.2xlarge,48,65965.0,15408,100,160000000,246.0
6,r4.2xlarge,48,367130.0,15408,100,160000000,211.0
8,r4.2xlarge,64,516457.0,9630,100,100000000,111.0
8,m4.2xlarge,64,247163.0,11556,100,120000000,190.0
6,r4.2xlarge,48,349845.0,15408,100,160000000,134.0
2,c4.2xlarge,16,42090.0,19260,100,200000000,851.0
2,r4.2xlarge,16,133867.0,13482,100,140000000,297.0
4,r4.2xlarge,32,245169.0,9630,100,100000000,132.0
12,r4.2xlarge,96,730825.0,9530,1000,10000000,91.0
6,m4.2xlarge,48,183115.0,15408,100,160000000,243.0
8,c4.2xlarge,64,116815.0,9530,1000,10000000,139.0
6,m4.2xlarge,48,180671.0,11556,100,120000000,155.0
2,m4.2xlarge,16,62893.0,13482,100,140000000,521.0
2,c4.2xlarge,16,63631.0,19260,100,200000000,782.0
10,m4.2xlarge,80,333121.0,9530,1000,10000000,160.0
8,m4.2xlarge,64,247060.0,11556,100,120000000,190.0
10,c4.2xlarge,80,170153.0,9530,1000,10000000,151.0
2,c4.2xlarge,16,33601.0,11556,100,120000000,452.0
10,m4.2xlarge,80,331188.0,15408,100,160000000,193.0
4,c4.2xlarge,32,35490.0,9630,100,100000000,354.0
2,c4.2xlarge,16,61508.0,9630,100,100000000,358.0
8,c4.2xlarge,64,133393.0,9530,1000,10000000,164.0
4,c4.2xlarge,32,58234.0,15408,100,160000000,275.0
12,c4.2xlarge,96,181488.0,15408,100,160000000,223.0
12,c4.2xlarge,96,178924.0,15408,100,160000000,206.0
2,c4.2xlarge,16,56496.0,19260,100,200000000,716.0
4,c4.2xlarge,32,40216.0,9530,1000,10000000,153.0
4,m4.2xlarge,32,114934.0,15408,100,160000000,286.0
10,m4.2xlarge,80,312424.0,15408,100,160000000,191.0
2,m4.2xlarge,16,34641.0,15408,100,160000000,632.0
12,r4.2xlarge,96,697621.0,19260,100,200000000,136.0
12,m4.2xlarge,96,383735.0,9530,1000,10000000,149.0
4,c4.2xlarge,32,32570.0,15408,100,160000000,278.0
8,m4.2xlarge,64,255350.0,17334,100,180000000,260.0
8,c4.2xlarge,64,119532.0,13482,100,140000000,199.0
6,r4.2xlarge,48,371905.0,11556,100,120000000,112.0
6,r4.2xlarge,48,350894.0,17334,100,180000000,187.0
10,r4.2xlarge,80,606419.0,9530,1000,10000000,106.0
2,r4.2xlarge,16,122558.0,13482,100,140000000,194.0
4,r4.2xlarge,32,243568.0,13482,100,140000000,198.0
2,r4.2xlarge,16,115813.0,15408,100,160000000,320.0
4,m4.2xlarge,32,113161.0,9530,1000,10000000,228.0
8,c4.2xlarge,64,133508.0,9630,100,100000000,167.0
6,c4.2xlarge,48,67131.0,11556,100,120000000,183.0
2,m4.2xlarge,16,44343.0,15408,100,160000000,645.0
6,c4.2xlarge,48,79745.0,19260,100,200000000,286.0
8,m4.2xlarge,64,266159.0,15408,100,160000000,221.0
6,c4.2xlarge,48,76356.0,9530,1000,10000000,176.0
8,m4.2xlarge,64,247760.0,19260,100,200000000,202.0
8,m4.2xlarge,64,250895.0,19260,100,200000000,294.0
10,c4.2xlarge,80,151828.0,13482,100,140000000,179.0
10,m4.2xlarge,80,344154.0,19260,100,200000000,264.0
10,c4.2xlarge,80,163258.0,13482,100,140000000,178.0
10,r4.2xlarge,80,601322.0,19260,100,200000000,177.0
10,c4.2xlarge,80,154892.0,17334,100,180000000,215.0
10,c4.2xlarge,80,159456.0,19260,100,200000000,234.0
6,m4.2xlarge,48,198328.0,19260,100,200000000,268.0
4,r4.2xlarge,32,256260.0,9530,1000,10000000,180.0
4,r4.2xlarge,32,254597.0,9630,100,100000000,123.0
4,r4.2xlarge,32,267544.0,11556,100,120000000,139.0
2,m4.2xlarge,16,45153.0,19260,100,200000000,851.0
6,m4.2xlarge,48,179103.0,11556,100,120000000,178.0
10,c4.2xlarge,80,151216.0,9630,100,100000000,127.0
12,r4.2xlarge,96,729792.0,19260,100,200000000,134.0
6,m4.2xlarge,48,175404.0,13482,100,140000000,178.0
4,m4.2xlarge,32,116431.0,19260,100,200000000,239.0
2,m4.2xlarge,16,52369.0,9630,100,100000000,370.0
10,m4.2xlarge,80,327763.0,15408,100,160000000,196.0
6,r4.2xlarge,48,353048.0,13482,100,140000000,116.0
10,m4.2xlarge,80,310865.0,9530,1000,10000000,188.0
8,m4.2xlarge,64,265135.0,15408,100,160000000,236.0
4,r4.2xlarge,32,262318.0,9630,100,100000000,147.0
2,c4.2xlarge,16,30273.0,9530,1000,10000000,369.0
10,c4.2xlarge,80,145779.0,9530,1000,10000000,130.0
8,c4.2xlarge,64,127179.0,9530,1000,10000000,165.0
2,r4.2xlarge,16,122275.0,19260,100,200000000,406.0
8,m4.2xlarge,64,259737.0,17334,100,180000000,484.0
6,m4.2xlarge,48,175883.0,19260,100,200000000,333.0
12,c4.2xlarge,96,195191.0,15408,100,160000000,244.0
2,c4.2xlarge,16,46547.0,13482,100,140000000,502.0
10,r4.2xlarge,80,615404.0,11556,100,120000000,81.0
2,r4.2xlarge,16,126879.0,19260,100,200000000,399.0
12,m4.2xlarge,96,389156.0,11556,100,120000000,170.0
2,r4.2xlarge,16,126946.0,13482,100,140000000,308.0
8,c4.2xlarge,64,110031.0,11556,100,120000000,232.0
12,m4.2xlarge,96,415539.0,19260,100,200000000,339.0
12,r4.2xlarge,96,701141.0,9630,100,100000000,72.0
8,m4.2xlarge,64,271619.0,11556,100,120000000,167.0
2,m4.2xlarge,16,31423.0,15408,100,160000000,658.0
10,r4.2xlarge,80,600606.0,9530,1000,10000000,129.0
4,r4.2xlarge,32,259066.0,15408,100,160000000,208.0
10,m4.2xlarge,80,331215.0,13482,100,140000000,201.0
10,c4.2xlarge,80,149208.0,9630,100,100000000,131.0
10,c4.2xlarge,80,138881.0,9630,100,100000000,121.0
8,m4.2xlarge,64,249467.0,13482,100,140000000,163.0
12,m4.2xlarge,96,390947.0,11556,100,120000000,177.0
2,m4.2xlarge,16,56508.0,13482,100,140000000,532.0
2,c4.2xlarge,16,61898.0,11556,100,120000000,466.0
2,m4.2xlarge,16,50899.0,19260,100,200000000,388.0
6,r4.2xlarge,48,347144.0,9530,1000,10000000,132.0
12,c4.2xlarge,96,198208.0,9530,1000,10000000,115.0
12,c4.2xlarge,96,181127.0,11556,100,120000000,203.0
10,m4.2xlarge,80,322730.0,15408,100,160000000,212.0
2,c4.2xlarge,16,48610.0,15408,100,160000000,615.0
8,c4.2xlarge,64,108942.0,11556,100,120000000,189.0
10,c4.2xlarge,80,167591.0,19260,100,200000000,237.0
8,c4.2xlarge,64,105941.0,11556,100,120000000,193.0
6,m4.2xlarge,48,184961.0,17334,100,180000000,226.0
4,m4.2xlarge,32,110368.0,15408,100,160000000,302.0
6,m4.2xlarge,48,188646.0,17334,100,180000000,301.0
10,r4.2xlarge,80,611747.0,19260,100,200000000,170.0
2,r4.2xlarge,16,122213.0,19260,100,200000000,377.0
10,m4.2xlarge,80,329451.0,17334,100,180000000,247.0
6,r4.2xlarge,48,360319.0,15408,100,160000000,159.0
8,r4.2xlarge,64,508574.0,11556,100,120000000,88.0
8,r4.2xlarge,64,500460.0,9630,100,100000000,103.0
4,r4.2xlarge,32,267927.0,9530,1000,10000000,144.0
12,c4.2xlarge,96,198065.0,9630,100,100000000,150.0
10,r4.2xlarge,80,601858.0,13482,100,140000000,147.0
4,r4.2xlarge,32,253650.0,13482,100,140000000,218.0
6,r4.2xlarge,48,367971.0,17334,100,180000000,172.0
6,m4.2xlarge,48,175913.0,19260,100,200000000,299.0
2,m4.2xlarge,16,54466.0,9530,1000,10000000,357.0
4,r4.2xlarge,32,253988.0,9530,1000,10000000,148.0
8,c4.2xlarge,64,120946.0,15408,100,160000000,219.0
8,m4.2xlarge,64,245498.0,17334,100,180000000,294.0
2,r4.2xlarge,16,123656.0,17334,100,180000000,367.0
10,r4.2xlarge,80,604027.0,19260,100,200000000,177.0
2,m4.2xlarge,16,46591.0,19260,100,200000000,374.0
6,c4.2xlarge,48,79670.0,11556,100,120000000,187.0
12,r4.2xlarge,96,713633.0,11556,100,120000000,95.0
2,c4.2xlarge,16,54384.0,9630,100,100000000,358.0
4,c4.2xlarge,32,41170.0,15408,100,160000000,288.0
6,m4.2xlarge,48,193287.0,15408,100,160000000,201.0
2,c4.2xlarge,16,32114.0,19260,100,200000000,862.0
10,r4.2xlarge,80,602136.0,9530,1000,10000000,145.0
4,r4.2xlarge,32,266757.0,13482,100,140000000,134.0
10,c4.2xlarge,80,137139.0,15408,100,160000000,199.0
4,c4.2xlarge,32,51802.0,9630,100,100000000,153.0
8,r4.2xlarge,64,487197.0,9630,100,100000000,77.0
8,c4.2xlarge,64,116751.0,19260,100,200000000,248.0
6,c4.2xlarge,48,96288.0,9530,1000,10000000,178.0
4,r4.2xlarge,32,240955.0,13482,100,140000000,121.0
8,c4.2xlarge,64,118692.0,9530,1000,10000000,139.0
6,c4.2xlarge,48,67433.0,13482,100,140000000,225.0
10,m4.2xlarge,80,341236.0,19260,100,200000000,261.0
4,r4.2xlarge,32,264689.0,11556,100,120000000,129.0
8,m4.2xlarge,64,266643.0,17334,100,180000000,177.0
10,c4.2xlarge,80,158782.0,9530,1000,10000000,151.0
10,r4.2xlarge,80,591825.0,9630,100,100000000,107.0
4,r4.2xlarge,32,242045.0,11556,100,120000000,125.0
4,r4.2xlarge,32,262393.0,11556,100,120000000,179.0
10,c4.2xlarge,80,170389.0,15408,100,160000000,198.0
6,c4.2xlarge,48,95747.0,11556,100,120000000,174.0
10,c4.2xlarge,80,159859.0,15408,100,160000000,205.0
2,r4.2xlarge,16,125721.0,15408,100,160000000,288.0
2,c4.2xlarge,16,37957.0,11556,100,120000000,447.0
6,m4.2xlarge,48,196782.0,13482,100,140000000,217.0
10,r4.2xlarge,80,601706.0,15408,100,160000000,145.0
2,r4.2xlarge,16,103902.0,9530,1000,10000000,210.0
4,c4.2xlarge,32,46177.0,17334,100,180000000,316.0
8,m4.2xlarge,64,252190.0,15408,100,160000000,221.0
6,m4.2xlarge,48,176306.0,17334,100,180000000,300.0
4,r4.2xlarge,32,255402.0,13482,100,140000000,229.0
6,r4.2xlarge,48,377392.0,9530,1000,10000000,127.0
4,r4.2xlarge,32,255878.0,11556,100,120000000,130.0
10,m4.2xlarge,80,326500.0,11556,100,120000000,173.0
6,m4.2xlarge,48,195280.0,11556,100,120000000,227.0
10,c4.2xlarge,80,153698.0,9530,1000,10000000,140.0
2,r4.2xlarge,16,104736.0,17334,100,180000000,351.0
10,m4.2xlarge,80,342755.0,9530,1000,10000000,160.0
4,m4.2xlarge,32,115789.0,15408,100,160000000,225.0
6,c4.2xlarge,48,92806.0,15408,100,160000000,254.0
4,c4.2xlarge,32,43650.0,15408,100,160000000,305.0
10,r4.2xlarge,80,619920.0,19260,100,200000000,168.0
8,c4.2xlarge,64,113873.0,9530,1000,10000000,160.0
12,m4.2xlarge,96,388728.0,19260,100,200000000,310.0
2,c4.2xlarge,16,36886.0,9530,1000,10000000,389.0
4,m4.2xlarge,32,133195.0,13482,100,140000000,276.0
2,r4.2xlarge,16,120787.0,11556,100,120000000,217.0
2,c4.2xlarge,16,31748.0,13482,100,140000000,568.0
6,m4.2xlarge,48,184031.0,11556,100,120000000,206.0
10,m4.2xlarge,80,319014.0,9630,100,100000000,133.0
12,c4.2xlarge,96,173371.0,9530,1000,10000000,155.0
2,r4.2xlarge,16,106755.0,13482,100,140000000,269.0
8,r4.2xlarge,64,488300.0,17334,100,180000000,171.0
8,c4.2xlarge,64,122596.0,11556,100,120000000,152.0
4,r4.2xlarge,32,246685.0,9630,100,100000000,128.0
6,c4.2xlarge,48,86538.0,9530,1000,10000000,181.0
2,c4.2xlarge,16,51499.0,9530,1000,10000000,362.0
10,m4.2xlarge,80,335543.0,9630,100,100000000,181.0
12,m4.2xlarge,96,398975.0,9530,1000,10000000,142.0
2,m4.2xlarge,16,39983.0,9630,100,100000000,359.0
10,c4.2xlarge,80,166099.0,9530,1000,10000000,150.0
6,r4.2xlarge,48,358293.0,9530,1000,10000000,73.0
8,r4.2xlarge,64,502386.0,17334,100,180000000,225.0
12,m4.2xlarge,96,403179.0,9630,100,100000000,132.0
2,r4.2xlarge,16,118316.0,13482,100,140000000,197.0
6,c4.2xlarge,48,98672.0,17334,100,180000000,281.0
4,m4.2xlarge,32,133711.0,13482,100,140000000,294.0
4,m4.2xlarge,32,132835.0,9630,100,100000000,162.0
2,c4.2xlarge,16,62786.0,9630,100,100000000,383.0
8,r4.2xlarge,64,506692.0,13482,100,140000000,120.0
10,m4.2xlarge,80,328006.0,13482,100,140000000,206.0
6,m4.2xlarge,48,195115.0,11556,100,120000000,172.0
12,r4.2xlarge,96,704461.0,17334,100,180000000,125.0
2,m4.2xlarge,16,39332.0,17334,100,180000000,343.0
2,m4.2xlarge,16,31538.0,19260,100,200000000,837.0
12,r4.2xlarge,96,702616.0,9530,1000,10000000,76.0
6,r4.2xlarge,48,346036.0,19260,100,200000000,158.0
6,r4.2xlarge,48,368877.0,11556,100,120000000,137.0
4,m4.2xlarge,32,105128.0,19260,100,200000000,253.0
12,r4.2xlarge,96,724512.0,15408,100,160000000,114.0
6,r4.2xlarge,48,369786.0,19260,100,200000000,191.0
4,m4.2xlarge,32,134271.0,17334,100,180000000,369.0
10,r4.2xlarge,80,605518.0,11556,100,120000000,124.0
4,r4.2xlarge,32,272941.0,13482,100,140000000,220.0
10,m4.2xlarge,80,326725.0,11556,100,120000000,152.0
8,c4.2xlarge,64,112117.0,11556,100,120000000,208.0
6,c4.2xlarge,48,68692.0,9630,100,100000000,178.0
12,r4.2xlarge,96,727887.0,13482,100,140000000,150.0
12,r4.2xlarge,96,724797.0,15408,100,160000000,142.0
6,c4.2xlarge,48,76435.0,9630,100,100000000,187.0
2,m4.2xlarge,16,45997.0,13482,100,140000000,513.0
8,c4.2xlarge,64,111613.0,9530,1000,10000000,129.0
8,r4.2xlarge,64,487312.0,9630,100,100000000,73.0
8,r4.2xlarge,64,487857.0,9530,1000,10000000,83.0
12,r4.2xlarge,96,709842.0,19260,100,200000000,127.0
4,c4.2xlarge,32,37357.0,9530,1000,10000000,165.0
4,r4.2xlarge,32,259010.0,9630,100,100000000,127.0
6,c4.2xlarge,48,71691.0,15408,100,160000000,263.0
8,c4.2xlarge,64,107277.0,9530,1000,10000000,159.0
12,m4.2xlarge,96,404611.0,19260,100,200000000,343.0
10,m4.2xlarge,80,336620.0,17334,100,180000000,252.0
10,m4.2xlarge,80,321759.0,19260,100,200000000,443.0
12,m4.2xlarge,96,411186.0,13482,100,140000000,173.0
10,m4.2xlarge,80,319738.0,11556,100,120000000,158.0
6,m4.2xlarge,48,182472.0,13482,100,140000000,211.0
12,c4.2xlarge,96,195408.0,19260,100,200000000,232.0
2,r4.2xlarge,16,101762.0,13482,100,140000000,305.0
2,m4.2xlarge,16,62790.0,9630,100,100000000,363.0
10,m4.2xlarge,80,313339.0,19260,100,200000000,443.0
8,c4.2xlarge,64,116379.0,11556,100,120000000,270.0
10,m4.2xlarge,80,336234.0,9530,1000,10000000,176.0
8,r4.2xlarge,64,487966.0,9630,100,100000000,89.0
4,c4.2xlarge,32,58396.0,11556,100,120000000,222.0
8,r4.2xlarge,64,520659.0,19260,100,200000000,154.0
6,c4.2xlarge,48,81264.0,13482,100,140000000,214.0
6,r4.2xlarge,48,350046.0,13482,100,140000000,132.0
12,r4.2xlarge,96,699760.0,11556,100,120000000,106.0
8,m4.2xlarge,64,244065.0,19260,100,200000000,214.0
2,c4.2xlarge,16,56867.0,19260,100,200000000,726.0
10,c4.2xlarge,80,149832.0,19260,100,200000000,251.0
12,c4.2xlarge,96,202665.0,11556,100,120000000,182.0
6,m4.2xlarge,48,185866.0,19260,100,200000000,284.0
8,m4.2xlarge,64,243308.0,17334,100,180000000,253.0
2,r4.2xlarge,16,115185.0,15408,100,160000000,299.0
8,c4.2xlarge,64,126694.0,9630,100,100000000,231.0
4,m4.2xlarge,32,129310.0,9630,100,100000000,179.0
8,c4.2xlarge,64,101581.0,9630,100,100000000,150.0
12,r4.2xlarge,96,703232.0,19260,100,200000000,128.0
12,m4.2xlarge,96,398199.0,11556,100,120000000,176.0
4,c4.2xlarge,32,34496.0,13482,100,140000000,260.0
12,c4.2xlarge,96,200975.0,13482,100,140000000,165.0
10,c4.2xlarge,80,168100.0,17334,100,180000000,202.0
10,r4.2xlarge,80,602818.0,17334,100,180000000,150.0
6,m4.2xlarge,48,185663.0,9530,1000,10000000,165.0
2,m4.2xlarge,16,49553.0,11556,100,120000000,469.0
8,r4.2xlarge,64,496321.0,17334,100,180000000,185.0
2,m4.2xlarge,16,48992.0,17334,100,180000000,716.0
8,c4.2xlarge,64,107262.0,9530,1000,10000000,145.0
8,c4.2xlarge,64,110612.0,9630,100,100000000,151.0
10,r4.2xlarge,80,607107.0,11556,100,120000000,83.0
4,r4.2xlarge,32,261824.0,9530,1000,10000000,138.0
6,m4.2xlarge,48,189219.0,11556,100,120000000,182.0
6,c4.2xlarge,48,74261.0,9530,1000,10000000,155.0
2,c4.2xlarge,16,38136.0,13482,100,140000000,541.0
8,c4.2xlarge,64,104367.0,9630,100,100000000,124.0
12,m4.2xlarge,96,408501.0,15408,100,160000000,219.0
12,m4.2xlarge,96,384471.0,9530,1000,10000000,149.0
6,r4.2xlarge,48,371624.0,19260,100,200000000,153.0
10,r4.2xlarge,80,600332.0,19260,100,200000000,176.0
6,r4.2xlarge,48,355888.0,11556,100,120000000,123.0
4,r4.2xlarge,32,266437.0,9630,100,100000000,156.0
10,c4.2xlarge,80,158453.0,9630,100,100000000,140.0
2,r4.2xlarge,16,126241.0,13482,100,140000000,309.0
10,r4.2xlarge,80,609686.0,9530,1000,10000000,92.0
2,m4.2xlarge,16,60154.0,15408,100,160000000,642.0
12,r4.2xlarge,96,701175.0,11556,100,120000000,90.0
4,m4.2xlarge,32,122846.0,11556,100,120000000,168.0
4,m4.2xlarge,32,104350.0,17334,100,180000000,371.0
4,r4.2xlarge,32,266479.0,15408,100,160000000,207.0
2,m4.2xlarge,16,42598.0,19260,100,200000000,710.0
6,m4.2xlarge,48,194088.0,11556,100,120000000,230.0
10,r4.2xlarge,80,616292.0,19260,100,200000000,191.0
12,m4.2xlarge,96,404187.0,17334,100,180000000,198.0
6,m4.2xlarge,48,178177.0,11556,100,120000000,201.0
6,r4.2xlarge,48,375096.0,15408,100,160000000,129.0
12,r4.2xlarge,96,705329.0,11556,100,120000000,100.0
2,r4.2xlarge,16,118387.0,19260,100,200000000,391.0
10,c4.2xlarge,80,158980.0,9530,1000,10000000,145.0
6,r4.2xlarge,48,354099.0,9630,100,100000000,97.0
10,m4.2xlarge,80,332861.0,9630,100,100000000,162.0
10,c4.2xlarge,80,145368.0,11556,100,120000000,186.0
2,c4.2xlarge,16,36016.0,17334,100,180000000,733.0
4,m4.2xlarge,32,128622.0,13482,100,140000000,283.0
10,c4.2xlarge,80,154715.0,13482,100,140000000,173.0
2,m4.2xlarge,16,41509.0,9530,1000,10000000,349.0
12,r4.2xlarge,96,717449.0,11556,100,120000000,74.0
12,m4.2xlarge,96,381888.0,9530,1000,10000000,140.0
4,r4.2xlarge,32,245157.0,9630,100,100000000,145.0
4,m4.2xlarge,32,114085.0,19260,100,200000000,258.0
2,m4.2xlarge,16,64249.0,9630,100,100000000,355.0
2,r4.2xlarge,16,118118.0,19260,100,200000000,374.0
12,c4.2xlarge,96,173084.0,17334,100,180000000,222.0
12,m4.2xlarge,96,407853.0,9630,100,100000000,128.0
8,m4.2xlarge,64,268029.0,15408,100,160000000,254.0
6,r4.2xlarge,48,373096.0,9530,1000,10000000,122.0
10,c4.2xlarge,80,155289.0,17334,100,180000000,204.0
8,m4.2xlarge,64,265019.0,15408,100,160000000,263.0
8,r4.2xlarge,64,493792.0,17334,100,180000000,171.0
4,c4.2xlarge,32,55713.0,13482,100,140000000,249.0
12,m4.2xlarge,96,409648.0,19260,100,200000000,236.0
2,c4.2xlarge,16,56675.0,9530,1000,10000000,365.0
6,r4.2xlarge,48,358307.0,11556,100,120000000,132.0
2,m4.2xlarge,16,50745.0,17334,100,180000000,637.0
10,r4.2xlarge,80,613678.0,11556,100,120000000,144.0
12,m4.2xlarge,96,412618.0,9630,100,100000000,127.0
12,c4.2xlarge,96,174191.0,9530,1000,10000000,161.0
2,c4.2xlarge,16,59271.0,17334,100,180000000,719.0
2,m4.2xlarge,16,48478.0,13482,100,140000000,541.0
10,r4.2xlarge,80,604187.0,19260,100,200000000,227.0
6,m4.2xlarge,48,186392.0,17334,100,180000000,229.0
6,r4.2xlarge,48,346344.0,11556,100,120000000,112.0
10,m4.2xlarge,80,318525.0,11556,100,120000000,181.0
4,r4.2xlarge,32,263512.0,13482,100,140000000,212.0
8,r4.2xlarge,64,509496.0,19260,100,200000000,156.0
2,r4.2xlarge,16,117564.0,17334,100,180000000,320.0
8,c4.2xlarge,64,133662.0,9530,1000,10000000,123.0
4,m4.2xlarge,32,117080.0,15408,100,160000000,207.0
6,m4.2xlarge,48,181419.0,19260,100,200000000,249.0
10,m4.2xlarge,80,340557.0,15408,100,160000000,228.0
12,c4.2xlarge,96,179496.0,9630,100,100000000,114.0
10,m4.2xlarge,80,332011.0,13482,100,140000000,219.0
10,r4.2xlarge,80,616290.0,9530,1000,10000000,106.0
6,r4.2xlarge,48,374742.0,11556,100,120000000,126.0
12,m4.2xlarge,96,408566.0,19260,100,200000000,241.0
2,r4.2xlarge,16,113682.0,19260,100,200000000,398.0
6,c4.2xlarge,48,67177.0,9630,100,100000000,163.0
2,c4.2xlarge,16,31344.0,11556,100,120000000,435.0
2,m4.2xlarge,16,55499.0,15408,100,160000000,610.0
10,c4.2xlarge,80,169055.0,19260,100,200000000,241.0
2,c4.2xlarge,16,42045.0,9630,100,100000000,351.0
10,r4.2xlarge,80,607086.0,9630,100,100000000,81.0
2,m4.2xlarge,16,55476.0,19260,100,200000000,859.0
6,r4.2xlarge,48,368990.0,13482,100,140000000,128.0
8,m4.2xlarge,64,249730.0,19260,100,200000000,306.0
4,r4.2xlarge,32,264173.0,9630,100,100000000,149.0
2,r4.2xlarge,16,110902.0,13482,100,140000000,201.0
6,m4.2xlarge,48,182908.0,11556,100,120000000,174.0
2,c4.2xlarge,16,48937.0,11556,100,120000000,425.0
2,r4.2xlarge,16,125904.0,13482,100,140000000,294.0
12,r4.2xlarge,96,702208.0,13482,100,140000000,118.0
6,r4.2xlarge,48,346672.0,11556,100,120000000,122.0
12,r4.2xlarge,96,718937.0,19260,100,200000000,151.0
12,m4.2xlarge,96,381862.0,17334,100,180000000,203.0
6,r4.2xlarge,48,347478.0,17334,100,180000000,186.0
4,c4.2xlarge,32,37925.0,11556,100,120000000,223.0
12,r4.2xlarge,96,719851.0,15408,100,160000000,141.0
10,m4.2xlarge,80,313136.0,17334,100,180000000,259.0
8,c4.2xlarge,64,102390.0,17334,100,180000000,262.0
10,r4.2xlarge,80,625720.0,11556,100,120000000,106.0
8,r4.2xlarge,64,501135.0,17334,100,180000000,154.0
10,c4.2xlarge,80,166624.0,17334,100,180000000,357.0
8,m4.2xlarge,64,248200.0,9530,1000,10000000,171.0
10,m4.2xlarge,80,326076.0,19260,100,200000000,239.0
6,m4.2xlarge,48,182967.0,13482,100,140000000,173.0
10,m4.2xlarge,80,317010.0,13482,100,140000000,211.0
6,r4.2xlarge,48,357441.0,13482,100,140000000,117.0
6,r4.2xlarge,48,380537.0,13482,100,140000000,115.0
6,r4.2xlarge,48,372131.0,15408,100,160000000,112.0
