instance_count,machine_type,slots,memory,data_size_MB,features,observations,k,gross_runtime
8,r4.2xlarge,16,309869.0,13200,15,175000000,7,570.0
8,r4.2xlarge,16,413001.0,13200,5,100000000,7,181.0
8,r4.2xlarge,96,626765.0,13200,5,175000000,3,3638.0
4,r4.2xlarge,16,487662.0,18600,5,175000000,7,220.0
2,r4.2xlarge,96,620397.0,13200,5,175000000,3,298.0
8,r4.2xlarge,16,233829.0,13200,5,175000000,7,748.0
6,r4.2xlarge,96,194754.0,18600,15,100000000,7,113.0
8,r4.2xlarge,8,410294.0,13200,5,100000000,7,1118.0
2,r4.xlarge,24,450575.0,18600,5,175000000,3,1061.0
8,r4.2xlarge,8,610773.0,18600,5,175000000,7,1099.0
4,r4.xlarge,96,364528.0,18600,5,175000000,7,1311.0
2,r4.2xlarge,96,378748.0,10500,5,100000000,7,201.0
8,r4.2xlarge,8,401578.0,18600,5,100000000,7,563.0
2,r4.2xlarge,96,431139.0,13200,5,100000000,7,3626.0
8,r4.2xlarge,96,417214.0,18600,5,175000000,7,650.0
6,r4.2xlarge,16,451185.0,18600,5,175000000,5,684.0
6,r4.2xlarge,96,366483.0,18600,5,175000000,3,1538.0
6,r4.2xlarge,16,616224.0,10500,15,100000000,7,134.0
4,r4.xlarge,16,240381.0,18600,5,100000000,7,661.0
8,r4.xlarge,8,342264.0,16000,5,175000000,7,576.0
6,r4.2xlarge,64,489649.0,18600,5,100000000,5,1177.0
4,r4.2xlarge,8,379400.0,18600,5,100000000,7,726.0
8,r4.2xlarge,24,426067.0,16000,5,100000000,5,1018.0
8,r4.2xlarge,64,316320.0,16000,5,100000000,7,1002.0
2,r4.2xlarge,96,244424.0,13200,5,100000000,7,1448.0
2,r4.2xlarge,16,317064.0,18600,5,175000000,7,182.0
4,r4.2xlarge,96,609135.0,18600,5,100000000,7,1199.0
8,r4.xlarge,64,400671.0,16000,15,175000000,7,218.0
8,r4.2xlarge,32,251649.0,18600,5,175000000,5,1046.0
8,r4.2xlarge,32,350269.0,18600,5,100000000,7,1038.0
8,r4.2xlarge,8,87456.0,18600,5,100000000,7,565.0
4,r4.2xlarge,40,467865.0,18600,15,100000000,7,1018.0
8,r4.2xlarge,16,259340.0,13200,5,100000000,3,3622.0
2,r4.xlarge,96,423318.0,18600,5,175000000,7,125.0
2,r4.xlarge,16,125312.0,18600,5,100000000,3,1179.0
8,r4.2xlarge,32,627074.0,18600,5,175000000,7,278.0
2,r4.2xlarge,16,251598.0,18600,5,100000000,7,125.0
8,r4.2xlarge,96,88184.0,18600,5,100000000,5,219.0
2,r4.2xlarge,16,313263.0,18600,5,100000000,3,542.0
8,r4.xlarge,8,624153.0,18600,5,175000000,5,956.0
8,r4.2xlarge,64,235095.0,18600,5,175000000,7,3788.0
4,r4.xlarge,16,422740.0,16000,5,175000000,7,3609.0
4,r4.xlarge,40,377866.0,10500,5,175000000,3,1319.0
4,r4.2xlarge,8,321234.0,18600,5,100000000,5,694.0
8,r4.2xlarge,96,613081.0,13200,5,175000000,5,1417.0
2,r4.2xlarge,96,557190.0,18600,5,100000000,7,665.0
2,r4.2xlarge,40,466128.0,18600,15,100000000,3,289.0
6,r4.2xlarge,8,397998.0,18600,15,100000000,7,617.0
4,r4.2xlarge,16,562045.0,18600,5,175000000,5,562.0
8,r4.2xlarge,96,412811.0,16000,5,100000000,7,1434.0
2,r4.2xlarge,64,426731.0,18600,5,175000000,7,145.0
6,r4.2xlarge,16,428197.0,18600,5,175000000,7,1173.0
8,r4.2xlarge,24,251111.0,16000,5,100000000,5,1056.0
8,r4.2xlarge,96,616984.0,18600,5,175000000,7,1483.0
8,r4.xlarge,32,235996.0,18600,15,175000000,5,1097.0
8,r4.2xlarge,8,231886.0,18600,5,175000000,5,751.0
8,r4.2xlarge,40,256241.0,18600,5,100000000,7,1100.0
8,r4.2xlarge,16,560518.0,16000,5,175000000,3,616.0
8,r4.2xlarge,8,489749.0,18600,5,175000000,5,1450.0
8,r4.2xlarge,16,386385.0,18600,5,175000000,7,222.0
6,r4.2xlarge,32,108645.0,18600,5,175000000,5,591.0
2,r4.2xlarge,8,641593.0,18600,5,100000000,5,622.0
4,r4.2xlarge,32,165456.0,16000,5,100000000,7,179.0
2,r4.2xlarge,24,612091.0,18600,5,100000000,5,709.0
6,r4.xlarge,96,549690.0,18600,5,100000000,5,146.0
2,r4.2xlarge,16,628763.0,18600,5,175000000,5,1195.0
8,r4.xlarge,32,494995.0,18600,5,100000000,7,1152.0
4,r4.2xlarge,64,343345.0,18600,5,100000000,7,1094.0
8,r4.2xlarge,96,232079.0,18600,5,175000000,7,737.0
8,r4.2xlarge,16,388912.0,18600,5,100000000,7,174.0
6,r4.2xlarge,40,253385.0,18600,5,175000000,3,180.0
4,r4.2xlarge,64,431080.0,13200,5,100000000,5,569.0
8,r4.2xlarge,8,545687.0,18600,5,100000000,7,1160.0
8,r4.2xlarge,96,419529.0,18600,5,100000000,5,1076.0
4,r4.xlarge,16,229761.0,13200,5,100000000,7,1098.0
6,r4.xlarge,64,125392.0,18600,15,175000000,3,199.0
4,r4.2xlarge,24,428783.0,18600,15,100000000,7,1133.0
6,r4.2xlarge,64,420741.0,18600,5,175000000,7,177.0
4,r4.2xlarge,64,231385.0,18600,5,100000000,3,1637.0
2,r4.2xlarge,16,365310.0,16000,5,175000000,3,1083.0
6,r4.2xlarge,64,408553.0,18600,5,100000000,7,174.0
4,r4.2xlarge,96,397486.0,18600,5,100000000,7,1076.0
4,r4.2xlarge,16,408171.0,18600,5,175000000,3,1157.0
6,r4.2xlarge,96,631684.0,18600,15,100000000,3,1208.0
8,r4.2xlarge,40,127239.0,18600,5,175000000,7,734.0
4,r4.xlarge,96,423978.0,18600,5,100000000,7,1093.0
8,r4.2xlarge,16,600166.0,18600,5,100000000,7,605.0
8,r4.2xlarge,16,258725.0,18600,5,175000000,7,640.0
2,r4.2xlarge,16,235728.0,18600,5,175000000,7,1063.0
2,r4.xlarge,16,470471.0,10500,5,100000000,7,148.0
6,r4.2xlarge,96,419105.0,16000,5,100000000,7,1251.0
2,r4.2xlarge,64,662829.0,18600,5,100000000,7,307.0
4,r4.2xlarge,64,400633.0,18600,5,100000000,7,205.0
8,r4.2xlarge,16,598041.0,13200,5,100000000,3,1011.0
8,r4.2xlarge,96,106934.0,18600,5,100000000,7,626.0
8,r4.2xlarge,96,162477.0,10500,15,175000000,7,181.0
8,r4.2xlarge,32,450343.0,18600,5,175000000,3,1101.0
2,r4.2xlarge,40,391775.0,13200,5,100000000,7,1205.0
4,r4.2xlarge,24,604074.0,18600,5,100000000,7,312.0
8,r4.2xlarge,16,366721.0,18600,5,100000000,7,220.0
8,r4.xlarge,16,441606.0,13200,5,100000000,3,678.0
6,r4.2xlarge,16,428680.0,18600,5,100000000,7,245.0
4,r4.xlarge,16,166017.0,18600,5,100000000,5,206.0
2,r4.2xlarge,96,462477.0,18600,5,175000000,7,649.0
8,r4.2xlarge,96,442203.0,13200,5,175000000,3,1057.0
2,r4.2xlarge,24,177532.0,18600,15,100000000,7,247.0
4,r4.xlarge,16,406318.0,18600,15,175000000,3,561.0
6,r4.2xlarge,96,394391.0,18600,5,175000000,7,165.0
8,r4.2xlarge,16,428646.0,18600,5,175000000,7,1185.0
2,r4.2xlarge,32,384285.0,16000,5,100000000,3,145.0
4,r4.xlarge,8,167825.0,18600,5,100000000,3,756.0
2,r4.2xlarge,16,194964.0,16000,5,100000000,7,314.0
4,r4.xlarge,40,165092.0,18600,5,175000000,7,222.0
8,r4.xlarge,64,248237.0,18600,5,100000000,7,103.0
4,r4.2xlarge,32,603047.0,13200,5,175000000,7,561.0
2,r4.2xlarge,96,124667.0,16000,5,175000000,7,1031.0
2,r4.2xlarge,96,394678.0,13200,5,100000000,7,613.0
8,r4.2xlarge,96,557687.0,18600,5,175000000,5,1012.0
8,r4.xlarge,24,172248.0,16000,5,100000000,7,272.0
8,r4.2xlarge,96,236897.0,18600,15,175000000,7,1068.0
8,r4.2xlarge,16,455375.0,18600,5,100000000,7,1039.0
2,r4.2xlarge,64,406265.0,18600,5,100000000,5,104.0
8,r4.2xlarge,24,410584.0,18600,15,100000000,7,179.0
8,r4.2xlarge,16,230302.0,18600,5,175000000,5,987.0
8,r4.2xlarge,96,535136.0,18600,5,100000000,7,566.0
8,r4.2xlarge,16,162339.0,18600,5,175000000,5,675.0
2,r4.2xlarge,40,164264.0,18600,5,175000000,7,1195.0
8,r4.xlarge,96,533156.0,18600,5,175000000,7,585.0
8,r4.2xlarge,24,377049.0,18600,5,175000000,3,259.0
6,r4.2xlarge,16,347879.0,18600,5,100000000,7,1031.0
4,r4.2xlarge,96,320706.0,18600,15,100000000,7,94.0
8,r4.2xlarge,16,334174.0,16000,5,175000000,7,294.0
2,r4.xlarge,96,377114.0,18600,5,100000000,5,283.0
6,r4.2xlarge,96,451420.0,16000,5,175000000,7,109.0
6,r4.2xlarge,96,231587.0,16000,15,100000000,7,1026.0
8,r4.2xlarge,16,344323.0,13200,5,100000000,7,1039.0
2,r4.2xlarge,96,475989.0,18600,5,175000000,3,747.0
2,r4.2xlarge,96,629637.0,18600,15,100000000,7,1072.0
4,r4.2xlarge,32,398441.0,18600,5,100000000,5,3621.0
8,r4.xlarge,24,175359.0,18600,5,100000000,7,637.0
8,r4.xlarge,8,410498.0,18600,5,175000000,7,625.0
8,r4.2xlarge,64,420930.0,10500,5,175000000,3,711.0
2,r4.2xlarge,96,340159.0,18600,5,175000000,5,231.0
8,r4.2xlarge,16,537544.0,16000,5,100000000,3,154.0
8,r4.2xlarge,16,540541.0,18600,5,175000000,5,670.0
6,r4.2xlarge,24,412298.0,18600,5,100000000,7,697.0
8,r4.2xlarge,8,193532.0,10500,5,175000000,3,279.0
6,r4.2xlarge,8,456773.0,18600,5,100000000,5,691.0
8,r4.2xlarge,16,607092.0,18600,15,100000000,5,1129.0
8,r4.2xlarge,16,247477.0,18600,5,100000000,7,1119.0
8,r4.2xlarge,16,654439.0,18600,5,175000000,7,115.0
8,r4.2xlarge,24,490294.0,13200,5,175000000,7,1197.0
2,r4.2xlarge,96,310819.0,16000,5,175000000,5,253.0
2,r4.2xlarge,96,409879.0,16000,15,175000000,7,601.0
4,r4.2xlarge,16,355154.0,18600,5,100000000,7,695.0
8,r4.2xlarge,96,176134.0,18600,5,100000000,7,1125.0
4,r4.2xlarge,8,539019.0,18600,5,100000000,7,1356.0
2,r4.2xlarge,24,411713.0,10500,5,100000000,7,1071.0
8,r4.2xlarge,16,427940.0,18600,15,100000000,3,1114.0
6,r4.2xlarge,16,166433.0,18600,5,175000000,5,1580.0
8,r4.2xlarge,64,378465.0,18600,5,100000000,7,585.0
2,r4.2xlarge,16,619182.0,18600,5,175000000,3,207.0
8,r4.xlarge,96,177864.0,13200,5,100000000,3,567.0
6,r4.2xlarge,64,101382.0,16000,5,175000000,7,564.0
2,r4.xlarge,96,228812.0,18600,5,100000000,5,297.0
8,r4.xlarge,32,252201.0,18600,5,100000000,7,122.0
2,r4.2xlarge,96,551459.0,18600,5,100000000,7,3863.0
2,r4.2xlarge,16,396761.0,18600,5,175000000,7,4215.0
2,r4.2xlarge,16,104567.0,18600,15,175000000,3,1088.0
2,r4.xlarge,16,120338.0,18600,5,100000000,3,1062.0
8,r4.2xlarge,16,417600.0,18600,5,100000000,7,1079.0
8,r4.2xlarge,8,414792.0,18600,5,175000000,3,1071.0
8,r4.2xlarge,24,166891.0,18600,5,100000000,7,220.0
8,r4.2xlarge,8,420196.0,18600,5,100000000,7,169.0
6,r4.2xlarge,96,244567.0,18600,5,100000000,7,1393.0
4,r4.2xlarge,8,385703.0,18600,5,175000000,5,146.0
8,r4.2xlarge,24,388451.0,18600,5,100000000,7,1042.0
4,r4.2xlarge,16,169446.0,10500,5,175000000,7,1094.0
6,r4.2xlarge,16,656915.0,18600,15,175000000,3,1195.0
4,r4.xlarge,96,640747.0,18600,5,100000000,3,99.0
8,r4.2xlarge,64,395964.0,18600,5,100000000,5,1148.0
2,r4.xlarge,16,232804.0,18600,5,175000000,7,95.0
4,r4.2xlarge,40,660999.0,18600,5,100000000,5,631.0
8,r4.2xlarge,96,532060.0,18600,5,100000000,7,1157.0
2,r4.xlarge,96,438658.0,18600,5,100000000,3,640.0
8,r4.xlarge,8,414151.0,16000,15,175000000,7,636.0
6,r4.2xlarge,64,382463.0,18600,5,175000000,7,3497.0
4,r4.2xlarge,64,543994.0,18600,5,100000000,7,200.0
2,r4.2xlarge,96,399923.0,18600,5,100000000,3,145.0
6,r4.2xlarge,24,404975.0,13200,5,100000000,3,1496.0
4,r4.2xlarge,24,406008.0,18600,5,100000000,7,686.0
6,r4.2xlarge,96,455388.0,18600,15,175000000,3,674.0
4,r4.2xlarge,96,192139.0,18600,5,100000000,7,3648.0
8,r4.2xlarge,32,382926.0,10500,5,100000000,3,310.0
2,r4.2xlarge,16,162839.0,16000,15,100000000,7,1103.0
2,r4.2xlarge,96,255330.0,18600,5,100000000,5,560.0
4,r4.xlarge,24,239003.0,18600,5,100000000,3,1053.0
8,r4.xlarge,8,407903.0,10500,5,100000000,7,656.0
8,r4.2xlarge,24,112338.0,18600,5,100000000,7,690.0
4,r4.2xlarge,96,639706.0,18600,15,100000000,3,305.0
8,r4.2xlarge,24,427365.0,18600,5,100000000,7,3698.0
4,r4.2xlarge,8,100037.0,18600,5,100000000,7,995.0
8,r4.2xlarge,40,443968.0,18600,5,175000000,7,734.0
8,r4.2xlarge,96,238469.0,18600,5,100000000,7,720.0
8,r4.2xlarge,96,179090.0,16000,5,175000000,7,265.0
8,r4.2xlarge,40,549957.0,18600,5,175000000,7,199.0
8,r4.xlarge,96,249791.0,18600,5,100000000,7,1138.0
8,r4.xlarge,96,179478.0,18600,5,100000000,7,186.0
8,r4.2xlarge,24,108332.0,16000,5,175000000,7,1029.0
4,r4.2xlarge,40,451341.0,13200,5,100000000,5,1074.0
2,r4.2xlarge,64,410035.0,18600,5,100000000,7,1162.0
2,r4.2xlarge,96,87120.0,18600,5,100000000,7,719.0
2,r4.xlarge,8,255193.0,18600,5,175000000,3,755.0
6,r4.2xlarge,96,439855.0,18600,5,100000000,7,3639.0
6,r4.2xlarge,24,174124.0,18600,5,175000000,7,1585.0
8,r4.2xlarge,64,417597.0,13200,5,100000000,5,656.0
8,r4.2xlarge,96,234020.0,16000,5,100000000,7,256.0
2,r4.2xlarge,32,386335.0,18600,5,100000000,3,135.0
2,r4.2xlarge,16,610597.0,18600,5,175000000,7,300.0
8,r4.2xlarge,16,315680.0,18600,5,100000000,7,1368.0
8,r4.2xlarge,8,434731.0,18600,5,100000000,7,673.0
8,r4.2xlarge,64,385370.0,13200,5,175000000,7,637.0
8,r4.2xlarge,96,173529.0,18600,5,100000000,7,682.0
8,r4.2xlarge,96,378808.0,18600,5,100000000,7,1124.0
4,r4.2xlarge,16,611727.0,13200,15,100000000,3,1187.0
4,r4.2xlarge,32,647344.0,18600,5,175000000,3,221.0
2,r4.xlarge,16,621107.0,18600,5,100000000,7,588.0
8,r4.2xlarge,32,172327.0,13200,5,100000000,7,639.0
8,r4.2xlarge,16,384826.0,16000,15,175000000,7,1041.0
8,r4.2xlarge,64,599820.0,18600,15,100000000,3,1188.0
2,r4.2xlarge,16,406571.0,18600,5,175000000,3,282.0
6,r4.2xlarge,96,488602.0,13200,5,100000000,5,887.0
8,r4.2xlarge,64,532458.0,16000,5,100000000,7,138.0
2,r4.2xlarge,8,115389.0,18600,5,100000000,7,996.0
2,r4.2xlarge,8,363807.0,16000,5,100000000,7,124.0
8,r4.2xlarge,96,412320.0,10500,5,175000000,7,193.0
2,r4.2xlarge,16,627611.0,18600,15,175000000,7,244.0
6,r4.xlarge,16,598139.0,16000,5,100000000,3,1036.0
2,r4.2xlarge,16,380625.0,18600,5,100000000,7,247.0
6,r4.2xlarge,96,163880.0,16000,5,175000000,7,1179.0
8,r4.xlarge,40,392042.0,13200,15,175000000,7,1155.0
6,r4.2xlarge,24,419525.0,13200,15,175000000,7,1081.0
8,r4.2xlarge,32,622693.0,13200,15,100000000,3,238.0
2,r4.2xlarge,16,318295.0,18600,5,175000000,7,761.0
4,r4.2xlarge,40,329616.0,18600,5,175000000,3,1184.0
4,r4.2xlarge,16,397882.0,18600,5,175000000,7,1062.0
4,r4.2xlarge,16,417330.0,18600,5,100000000,7,247.0
8,r4.2xlarge,64,262289.0,18600,5,100000000,3,130.0
4,r4.2xlarge,16,190944.0,13200,5,175000000,5,1111.0
8,r4.2xlarge,96,419974.0,18600,15,100000000,7,1066.0
8,r4.2xlarge,16,555094.0,18600,5,175000000,3,1530.0
4,r4.2xlarge,24,538305.0,18600,5,100000000,5,1531.0
6,r4.2xlarge,96,656567.0,18600,5,100000000,3,1134.0
8,r4.2xlarge,24,372610.0,16000,5,100000000,7,283.0
2,r4.2xlarge,96,366488.0,18600,5,100000000,7,645.0
8,r4.xlarge,96,76463.0,13200,5,100000000,7,3473.0
8,r4.2xlarge,96,541778.0,18600,5,175000000,7,708.0
8,r4.2xlarge,96,402145.0,10500,5,175000000,7,262.0
6,r4.2xlarge,16,477748.0,18600,15,175000000,7,3653.0
2,r4.2xlarge,32,426601.0,18600,5,175000000,3,1074.0
4,r4.2xlarge,64,612403.0,13200,5,100000000,7,1090.0
4,r4.2xlarge,64,109557.0,18600,5,175000000,7,661.0
4,r4.2xlarge,96,185431.0,18600,5,100000000,7,293.0
2,r4.2xlarge,16,380536.0,18600,5,175000000,5,3821.0
8,r4.2xlarge,16,165985.0,18600,5,100000000,3,99.0
2,r4.2xlarge,96,192194.0,13200,5,100000000,7,1033.0
8,r4.2xlarge,96,411400.0,13200,5,100000000,7,285.0
8,r4.2xlarge,16,255232.0,16000,5,100000000,3,225.0
8,r4.2xlarge,32,409547.0,18600,5,175000000,7,289.0
8,r4.2xlarge,64,624870.0,16000,5,175000000,7,3532.0
2,r4.2xlarge,16,543769.0,18600,5,100000000,7,587.0
8,r4.xlarge,16,236136.0,13200,15,175000000,3,764.0
2,r4.2xlarge,32,168232.0,16000,5,175000000,5,316.0
6,r4.xlarge,24,629338.0,18600,5,100000000,7,571.0
4,r4.2xlarge,96,651028.0,13200,5,175000000,7,684.0
6,r4.2xlarge,8,364621.0,18600,5,175000000,7,203.0
4,r4.2xlarge,16,409529.0,18600,15,100000000,3,625.0
2,r4.2xlarge,16,169502.0,16000,5,175000000,7,1329.0
2,r4.2xlarge,40,432890.0,18600,5,100000000,7,558.0
6,r4.2xlarge,96,369216.0,18600,5,100000000,7,310.0
8,r4.2xlarge,8,532612.0,13200,5,100000000,7,3550.0
4,r4.xlarge,16,417907.0,18600,5,175000000,7,1436.0
2,r4.2xlarge,64,100367.0,16000,5,100000000,7,1526.0
2,r4.2xlarge,64,383442.0,18600,5,175000000,5,1155.0
2,r4.2xlarge,40,551250.0,13200,5,100000000,3,610.0
2,r4.2xlarge,96,453700.0,18600,5,100000000,3,1153.0
2,r4.2xlarge,24,413682.0,16000,5,175000000,7,1158.0
2,r4.2xlarge,16,406042.0,18600,5,100000000,7,147.0
2,r4.2xlarge,64,425939.0,18600,5,175000000,5,310.0
2,r4.2xlarge,40,408346.0,18600,15,100000000,3,100.0
8,r4.xlarge,40,411876.0,13200,5,100000000,5,733.0
2,r4.2xlarge,32,417700.0,18600,5,175000000,3,1101.0
6,r4.2xlarge,96,480916.0,18600,5,100000000,3,1467.0
8,r4.2xlarge,16,395040.0,18600,5,100000000,7,1490.0
6,r4.2xlarge,8,428531.0,18600,5,175000000,3,896.0
2,r4.2xlarge,16,394143.0,18600,5,175000000,3,602.0
2,r4.2xlarge,16,260088.0,18600,5,175000000,3,281.0
6,r4.2xlarge,40,348891.0,16000,5,175000000,7,1035.0
6,r4.xlarge,40,110996.0,18600,5,175000000,7,180.0
4,r4.2xlarge,16,353023.0,10500,5,100000000,3,1546.0
8,r4.2xlarge,24,370177.0,18600,15,100000000,7,170.0
8,r4.2xlarge,24,170570.0,18600,5,100000000,7,1170.0
8,r4.xlarge,24,230220.0,18600,5,100000000,5,153.0
2,r4.2xlarge,96,234214.0,18600,5,100000000,7,560.0
8,r4.2xlarge,24,228880.0,18600,5,175000000,7,129.0
4,r4.2xlarge,96,384913.0,18600,5,100000000,3,1126.0
8,r4.2xlarge,16,166361.0,13200,5,100000000,7,1112.0
8,r4.2xlarge,32,489993.0,18600,5,175000000,7,3455.0
8,r4.2xlarge,96,385781.0,18600,5,100000000,7,316.0
8,r4.2xlarge,16,194216.0,18600,5,100000000,3,1093.0
4,r4.2xlarge,24,409803.0,10500,5,100000000,7,1058.0
6,r4.2xlarge,40,259663.0,18600,5,175000000,7,703.0
4,r4.2xlarge,16,109772.0,18600,5,100000000,7,99.0
4,r4.2xlarge,96,173040.0,18600,5,175000000,7,1083.0
2,r4.2xlarge,8,366383.0,18600,5,175000000,3,242.0
6,r4.2xlarge,96,459669.0,18600,5,100000000,3,1201.0
8,r4.2xlarge,24,423165.0,16000,5,100000000,3,1156.0
4,r4.2xlarge,16,71834.0,18600,5,175000000,7,291.0
6,r4.2xlarge,16,545990.0,18600,5,100000000,3,3467.0
2,r4.2xlarge,16,373859.0,18600,15,100000000,7,1082.0
2,r4.2xlarge,64,397467.0,16000,5,100000000,7,770.0
2,r4.2xlarge,8,96038.0,10500,15,100000000,7,1047.0
8,r4.2xlarge,16,375320.0,16000,5,100000000,7,626.0
2,r4.2xlarge,96,101582.0,13200,15,100000000,3,171.0
2,r4.2xlarge,40,548297.0,10500,5,175000000,5,1070.0
8,r4.xlarge,16,235050.0,16000,5,100000000,3,719.0
2,r4.2xlarge,16,403264.0,18600,5,100000000,7,3483.0
8,r4.2xlarge,96,318418.0,18600,5,100000000,7,278.0
8,r4.2xlarge,16,186329.0,18600,5,100000000,3,215.0
8,r4.2xlarge,16,608275.0,16000,5,100000000,3,1508.0
6,r4.2xlarge,96,425353.0,18600,5,175000000,5,663.0
4,r4.2xlarge,16,606343.0,18600,15,175000000,7,130.0
6,r4.2xlarge,16,307389.0,18600,5,175000000,7,205.0
8,r4.2xlarge,24,554604.0,18600,5,100000000,7,99.0
6,r4.2xlarge,16,599293.0,16000,5,100000000,7,1179.0
2,r4.2xlarge,96,394292.0,18600,5,100000000,7,1507.0
8,r4.2xlarge,16,600227.0,18600,5,175000000,7,617.0
4,r4.xlarge,8,378414.0,18600,15,100000000,7,1208.0
2,r4.xlarge,8,353710.0,18600,5,175000000,5,231.0
2,r4.2xlarge,96,632943.0,13200,5,175000000,5,1080.0
4,r4.2xlarge,24,624942.0,18600,5,100000000,7,1609.0
8,r4.2xlarge,16,261592.0,10500,15,175000000,7,109.0
6,r4.xlarge,40,613250.0,18600,5,100000000,7,221.0
6,r4.2xlarge,32,366913.0,18600,5,100000000,7,1549.0
4,r4.2xlarge,16,634084.0,18600,5,175000000,3,1179.0
8,r4.2xlarge,40,601112.0,18600,5,175000000,5,225.0
8,r4.xlarge,16,623481.0,10500,15,100000000,7,202.0
8,r4.2xlarge,16,410390.0,18600,5,175000000,7,656.0
4,r4.2xlarge,24,326690.0,13200,5,100000000,7,268.0
8,r4.2xlarge,16,243533.0,16000,5,100000000,7,171.0
8,r4.2xlarge,16,399088.0,16000,5,175000000,3,218.0
8,r4.2xlarge,96,410824.0,10500,5,175000000,7,252.0
2,r4.2xlarge,16,488924.0,13200,5,175000000,3,316.0
2,r4.2xlarge,16,256574.0,18600,5,175000000,7,1141.0
2,r4.2xlarge,16,397820.0,18600,5,175000000,3,755.0
8,r4.2xlarge,16,369002.0,18600,5,100000000,7,183.0
4,r4.2xlarge,16,245190.0,18600,5,175000000,5,1122.0
6,r4.2xlarge,96,400797.0,13200,5,100000000,7,1153.0
6,r4.2xlarge,16,325075.0,16000,5,100000000,7,618.0
8,r4.2xlarge,8,427851.0,10500,15,175000000,3,1046.0
8,r4.2xlarge,32,239472.0,13200,5,175000000,7,1203.0
2,r4.2xlarge,16,612389.0,10500,5,175000000,5,1064.0
6,r4.2xlarge,16,381639.0,16000,5,175000000,7,317.0
8,r4.xlarge,96,406079.0,13200,5,100000000,7,730.0
8,r4.2xlarge,16,179803.0,10500,5,175000000,7,142.0
2,r4.2xlarge,40,403250.0,16000,5,175000000,5,725.0
2,r4.2xlarge,24,238702.0,18600,5,175000000,7,313.0
4,r4.2xlarge,16,646172.0,13200,15,175000000,7,156.0
2,r4.2xlarge,40,383237.0,18600,5,100000000,3,688.0
6,r4.2xlarge,96,414488.0,18600,15,175000000,7,1158.0
2,r4.2xlarge,8,237506.0,18600,5,100000000,7,113.0
8,r4.2xlarge,96,605576.0,18600,5,100000000,7,277.0
2,r4.2xlarge,64,534683.0,18600,5,100000000,5,1278.0
8,r4.2xlarge,96,255036.0,16000,5,175000000,7,252.0
2,r4.2xlarge,8,601118.0,16000,15,100000000,7,752.0
8,r4.2xlarge,16,119138.0,18600,5,100000000,7,994.0
8,r4.xlarge,64,471946.0,18600,5,175000000,7,230.0
4,r4.2xlarge,8,406047.0,18600,5,175000000,7,1052.0
2,r4.2xlarge,64,622496.0,13200,5,100000000,7,1012.0
2,r4.2xlarge,96,418630.0,16000,5,175000000,5,1145.0
6,r4.2xlarge,24,119441.0,18600,5,175000000,7,312.0
2,r4.2xlarge,16,246038.0,18600,15,100000000,7,1101.0
8,r4.2xlarge,16,660173.0,18600,15,100000000,7,171.0
4,r4.xlarge,8,367036.0,18600,15,175000000,5,194.0
4,r4.2xlarge,16,183296.0,18600,5,100000000,7,1525.0
8,r4.2xlarge,96,534667.0,18600,5,100000000,5,213.0
8,r4.2xlarge,96,119286.0,13200,5,100000000,5,1078.0
8,r4.2xlarge,16,106591.0,16000,5,175000000,7,558.0
4,r4.2xlarge,96,318492.0,18600,15,100000000,7,313.0
8,r4.2xlarge,16,118152.0,18600,5,175000000,3,1209.0
8,r4.xlarge,16,653513.0,18600,5,100000000,7,1025.0
4,r4.2xlarge,16,437483.0,16000,5,100000000,3,594.0
8,r4.2xlarge,96,424407.0,18600,5,100000000,7,1084.0
4,r4.xlarge,96,538757.0,13200,5,175000000,7,1588.0
8,r4.xlarge,16,413884.0,18600,5,100000000,7,547.0
2,r4.2xlarge,64,251384.0,18600,5,175000000,7,1619.0
2,r4.2xlarge,16,236587.0,18600,5,100000000,7,683.0
2,r4.2xlarge,8,618887.0,13200,5,100000000,5,1046.0
4,r4.2xlarge,16,372573.0,16000,5,175000000,5,1181.0
8,r4.2xlarge,32,368700.0,18600,5,175000000,5,1134.0
6,r4.xlarge,16,390117.0,18600,5,100000000,7,611.0
6,r4.2xlarge,96,113107.0,18600,5,175000000,5,662.0
2,r4.2xlarge,24,441051.0,13200,5,100000000,7,312.0
6,r4.2xlarge,16,416141.0,10500,5,100000000,3,105.0
2,r4.2xlarge,40,397348.0,18600,5,175000000,7,1144.0
2,r4.2xlarge,96,300206.0,13200,5,175000000,7,284.0
8,r4.xlarge,16,376222.0,16000,5,100000000,7,1141.0
2,r4.xlarge,64,261487.0,18600,5,100000000,7,1018.0
8,r4.2xlarge,16,380076.0,18600,5,175000000,7,673.0
8,r4.2xlarge,96,399065.0,18600,5,100000000,7,269.0
2,r4.2xlarge,96,623467.0,18600,5,100000000,7,187.0
8,r4.2xlarge,16,422717.0,18600,5,100000000,7,670.0
2,r4.2xlarge,8,422495.0,10500,5,100000000,7,1043.0
8,r4.2xlarge,64,382057.0,18600,5,100000000,7,164.0
8,r4.xlarge,16,184991.0,10500,5,175000000,7,1167.0
8,r4.2xlarge,16,403662.0,18600,5,100000000,7,1096.0
6,r4.2xlarge,96,186227.0,18600,5,175000000,7,194.0
8,r4.2xlarge,96,423883.0,18600,5,100000000,5,121.0
2,r4.2xlarge,16,489097.0,16000,5,175000000,5,178.0
